ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,Quintil,int_rc,Tasa_Interes_Completa
10799,403,0.0945121952870893,86702,70,8,2,14145,0,26,Mortgage,Masters,Divorced,8,282900.0,5,0.24971639438346038,0.3997163943834604
10800,354,0.2376368357785286,99981,73,2,6,5897,5,0,Rent,High School,Widowed,21,88455.0,1,0.09075866784293006,0.24075866784293004
10801,396,0.2395579627818072,25770,41,8,5,13198,15,2,Rent,Masters,Widowed,15,92386.0,1,0.07,0.22
10802,753,0.0718036591669925,118721,37,9,12,19673,10,17,Rent,PhD,Widowed,11,373787.0,3,0.22513721543014503,0.375137215430145
10803,724,0.186715058096792,156028,61,6,17,3011,9,20,Rent,High School,Widowed,6,42154.0,2,0.1965389063630031,0.3465389063630031
10804,795,0.0929865158821107,80194,87,2,7,16549,8,1,Rent,Bachelor,Widowed,18,281333.0,2,0.20167155945271112,0.3516715594527111
10805,698,0.6856362119161169,59316,59,2,3,1271,15,12,Rent,Masters,Widowed,12,22878.0,4,0.24859405113951458,0.39859405113951457
10806,342,0.0555197714378127,138381,38,1,5,2874,2,10,Own,High School,Married,1,34488.0,4,0.2535566934167584,0.40355669341675837
10807,512,0.7466213917701039,23332,20,7,1,19739,0,17,Mortgage,PhD,Widowed,10,236868.0,3,0.2274845720291765,0.3774845720291765
10808,398,0.487797002917697,194624,27,7,6,17368,10,17,Mortgage,High School,Divorced,6,69472.0,1,0.1506088082245838,0.3006088082245838
10809,838,0.1431891796795239,176636,78,2,13,1337,18,13,Mortgage,PhD,Widowed,28,25403.0,4,0.2528622918159143,0.40286229181591426
10810,543,0.3451484882580508,82425,60,5,10,16801,10,7,Mortgage,PhD,Widowed,3,100806.0,5,0.2394153156422168,0.38941531564221676
10811,596,0.0088569647939558,173554,35,5,10,9429,8,11,Own,Masters,Widowed,19,179151.0,5,0.23188262209402183,0.3818826220940218
10812,603,0.3634194574746294,52001,60,2,5,11772,3,4,Mortgage,PhD,Widowed,23,70632.0,4,0.2496999247914669,0.3996999247914669
10813,691,0.0166785914502599,62062,27,9,16,18159,18,1,Mortgage,PhD,Single,15,236067.0,4,0.24888889473909687,0.39888889473909683
10814,343,0.1517392515115198,52264,32,8,13,8073,16,20,Mortgage,High School,Divorced,22,72657.0,5,0.24786155652297887,0.39786155652297883
10815,588,0.0775993306611348,103200,34,3,10,16763,4,10,Mortgage,High School,Widowed,6,184393.0,1,0.07,0.22
10816,606,0.3837368216689104,40842,30,6,4,15952,17,22,Mortgage,PhD,Widowed,11,47856.0,2,0.19913857238299001,0.34913857238299
10817,755,0.3054383741441742,60585,43,1,11,11339,6,6,Mortgage,High School,Widowed,26,102051.0,3,0.22640748307736178,0.37640748307736177
10818,696,0.6933922330787265,177330,24,8,0,8548,7,13,Mortgage,PhD,Widowed,19,17096.0,1,0.10343649547975442,0.25343649547975444
10819,785,0.3413120542705207,132500,61,6,6,8745,5,27,Rent,Bachelor,Widowed,9,131175.0,3,0.22844277277991568,0.37844277277991567
10820,698,0.1527927521096578,59463,21,3,11,18618,7,21,Own,High School,Widowed,14,111708.0,5,0.23830117529829287,0.3883011752982929
10821,795,0.8391448267470832,36353,23,8,2,16608,5,15,Mortgage,PhD,Widowed,7,149472.0,3,0.22731243594470776,0.37731243594470776
10822,412,0.086270207919444,48978,63,5,4,18445,11,7,Rent,Masters,Widowed,4,36890.0,1,0.07,0.22
10823,504,0.399790824073212,72964,36,2,7,19825,5,8,Mortgage,Masters,Widowed,5,376675.0,3,0.22392478660163115,0.37392478660163114
10824,351,0.0501079050445615,117725,25,4,7,13808,8,10,Mortgage,Masters,Widowed,0,179504.0,4,0.23883874815689451,0.3888387481568945
10825,536,0.2455957886200683,150783,66,5,16,3886,7,13,Rent,Masters,Widowed,21,50518.0,4,0.24712742723749084,0.39712742723749084
10826,749,0.0075815965281518,50713,55,2,9,8698,0,16,Rent,Masters,Widowed,9,26094.0,1,0.07,0.22
10827,781,0.709861489520791,147982,42,9,15,13076,12,1,Mortgage,Masters,Widowed,26,274596.0,1,0.07,0.22
10828,629,0.3007436082257435,196081,26,4,19,18771,15,22,Mortgage,Masters,Single,5,281565.0,3,0.22879133727244966,0.3787913372724496
10829,311,0.2941782056135849,67389,80,3,4,5886,5,0,Mortgage,High School,Married,1,100062.0,3,0.23076712949415035,0.38076712949415037
10830,768,0.2449124808741405,141259,70,5,9,4955,5,11,Own,High School,Widowed,7,29730.0,2,0.19974396816586243,0.3497439681658624
10831,687,0.3231752690290433,103209,54,1,4,4233,16,0,Rent,High School,Widowed,17,55029.0,2,0.19738628452345555,0.34738628452345555
10832,482,0.2460737669622761,143508,38,7,3,12549,2,7,Own,High School,Single,13,188235.0,3,0.22747544853501658,0.3774754485350166
10833,383,0.0476194835405232,150696,70,4,8,3389,5,0,Own,High School,Widowed,14,30501.0,4,0.24558203485948538,0.3955820348594854
10834,797,0.5350852456594667,81284,75,2,14,11207,8,20,Rent,Bachelor,Widowed,4,44828.0,3,0.23163292227203167,0.38163292227203166
10835,700,0.3876232628735762,115430,30,7,1,1072,4,23,Mortgage,PhD,Widowed,0,16080.0,1,0.08232233565476033,0.23232233565476032
10836,766,0.137369257709761,108678,78,3,12,7591,11,12,Mortgage,Masters,Widowed,6,144229.0,5,0.24095647829268876,0.39095647829268876
10837,841,0.8549451040026291,96373,51,1,18,8884,11,8,Rent,High School,Widowed,20,88840.0,4,0.2516862419363147,0.40168624193631475
10838,675,0.5562931688759917,193889,18,7,3,6891,14,20,Rent,Masters,Widowed,1,89583.0,3,0.2216495555926439,0.3716495555926439
10839,576,0.0410632419967864,197559,39,4,12,17639,11,6,Own,Bachelor,Widowed,22,35278.0,4,0.2491943016034424,0.3991943016034424
10840,327,0.1237331187486093,175216,39,7,6,5694,2,2,Mortgage,PhD,Widowed,3,102492.0,1,0.07,0.22
10841,741,0.8024273056663412,62437,21,7,19,15587,16,12,Rent,High School,Widowed,16,93522.0,4,0.24674989009490045,0.39674989009490047
10842,596,0.1727501128501284,58710,55,6,7,15183,12,21,Mortgage,Masters,Widowed,4,273294.0,3,0.22436522861426092,0.3743652286142609
10843,395,0.3468989220832917,29547,69,9,2,2453,18,10,Mortgage,Masters,Widowed,20,14718.0,1,0.09816795970056483,0.24816795970056482
10844,584,0.8577787010152627,61868,80,6,1,5199,3,15,Rent,High School,Widowed,10,36393.0,2,0.20107426884438842,0.3510742688443884
10845,665,0.1534335866951565,188129,33,9,18,17830,8,18,Mortgage,PhD,Single,15,196130.0,3,0.23034839837983476,0.38034839837983475
10846,684,0.3577431281721372,187103,40,6,0,1178,7,4,Rent,High School,Widowed,22,12958.0,2,0.19323264671400509,0.3432326467140051
10847,454,0.2485976386683009,74660,31,0,13,12932,10,5,Rent,PhD,Widowed,20,90524.0,4,0.24973767367382568,0.3997376736738257
10848,502,0.2011204105757817,193442,45,8,2,11864,0,6,Rent,Masters,Widowed,7,166096.0,2,0.18868570582906238,0.3386857058290624
10849,531,0.2507409782305471,151412,57,6,13,5936,4,9,Mortgage,PhD,Widowed,24,29680.0,4,0.24898681631224598,0.398986816312246
10850,509,0.1203725124895856,26078,42,7,0,12284,9,15,Rent,Masters,Divorced,9,49136.0,3,0.2248455990499357,0.3748455990499357
10851,707,0.4542907745226251,179313,58,8,3,4730,11,3,Rent,Masters,Widowed,21,80410.0,1,0.07,0.22
10852,749,0.4259835696239799,67572,59,6,9,8412,1,18,Rent,High School,Widowed,7,134592.0,1,0.07,0.22
10853,660,0.0364091636786069,168828,39,8,0,15079,1,8,Mortgage,Bachelor,Widowed,8,256343.0,3,0.22269284450975524,0.37269284450975526
10854,840,0.0659637111132892,114257,34,5,6,12520,8,19,Rent,Masters,Single,4,25040.0,3,0.22493795952684503,0.37493795952684505
10855,561,0.0289164097747198,177242,61,9,13,17547,10,6,Own,PhD,Widowed,27,245658.0,4,0.24808153133550087,0.39808153133550084
10856,831,0.2697842127936579,183069,70,9,15,9290,18,4,Mortgage,Masters,Widowed,21,55740.0,2,0.19452667210546204,0.34452667210546206
10857,801,0.0289071664885161,148186,59,2,18,2178,15,13,Own,High School,Widowed,11,15246.0,2,0.2016994136692397,0.35169941366923974
10858,677,0.4496421707585866,165499,48,7,16,3496,11,5,Own,High School,Widowed,27,45448.0,5,0.2518509493203737,0.4018509493203737
10859,774,0.0271979198399262,173949,44,8,1,1003,10,2,Rent,PhD,Widowed,15,15045.0,2,0.19163769693771163,0.3416376969377116
10860,353,0.6278544489839762,24452,29,5,9,9349,16,6,Rent,Masters,Widowed,27,102839.0,5,0.23366059748774032,0.3836605974877403
10861,303,0.5492256278575192,83018,18,2,11,10178,3,5,Rent,High School,Widowed,12,162848.0,4,0.24499081152914423,0.3949908115291442
10862,833,0.8055420175922017,63690,28,8,8,15962,12,4,Rent,Masters,Widowed,25,335202.0,4,0.24427323426495479,0.39427323426495475
10863,695,0.3677299727315571,58077,36,6,15,14407,4,9,Rent,High School,Widowed,23,187291.0,4,0.24441032619796849,0.39441032619796845
10864,773,0.2833838313087605,105502,24,8,0,16883,9,17,Mortgage,PhD,Widowed,17,151947.0,2,0.19469713702380256,0.34469713702380256
10865,601,0.2941943444830729,50301,85,7,4,1730,3,24,Mortgage,High School,Divorced,8,10380.0,4,0.25117606441259394,0.4011760644125939
10866,727,0.2523156322572112,145967,88,0,0,12206,12,11,Rent,PhD,Widowed,20,73236.0,4,0.2504921136779493,0.40049211367794935
10867,757,0.3322880247842947,155147,43,1,15,7281,2,19,Rent,Masters,Widowed,12,152901.0,1,0.07143262070580055,0.22143262070580055
10868,449,0.3686894105593966,84695,60,6,8,4397,19,26,Mortgage,High School,Divorced,1,17588.0,5,0.2581236676279462,0.40812366762794616
10869,633,0.6931531731534916,58086,86,5,0,14019,15,10,Rent,High School,Widowed,10,98133.0,5,0.24351066525875645,0.39351066525875644
10870,490,0.3143686669115278,103321,28,9,5,8992,12,2,Mortgage,High School,Widowed,4,53952.0,1,0.07,0.22
10871,831,0.0138973257198884,60415,19,6,6,19620,14,14,Rent,Masters,Widowed,15,294300.0,2,0.18940652688043702,0.33940652688043704
10872,589,0.3004153154692627,196042,50,7,3,12917,4,15,Mortgage,Masters,Single,2,77502.0,3,0.22554769256023965,0.3755476925602397
10873,352,0.1081401899868172,51187,42,9,9,8337,10,9,Mortgage,Masters,Divorced,29,116718.0,5,0.24364735378233937,0.3936473537823394
10874,511,0.6900328851785645,80286,33,9,18,17027,1,1,Rent,Masters,Widowed,25,374594.0,3,0.2249347791022295,0.3749347791022295
10875,454,0.1883779645608317,160986,32,9,1,15624,1,9,Own,PhD,Single,1,156240.0,4,0.2491275037020354,0.3991275037020354
10876,417,0.573293886557581,115965,33,3,12,9937,7,8,Own,Masters,Widowed,8,129181.0,5,0.2446644564795511,0.39466445647955106
10877,778,0.2417743172084683,75718,21,4,16,18896,4,10,Own,Bachelor,Widowed,5,113376.0,2,0.20050985815666053,0.3505098581566605
10878,435,0.3800934099836369,131281,34,8,6,19264,10,1,Mortgage,Masters,Married,21,57792.0,4,0.24931196146396062,0.39931196146396064
10879,539,0.0176300331323402,145022,32,5,5,13257,17,11,Mortgage,PhD,Widowed,7,145827.0,3,0.22479156181242485,0.37479156181242484
10880,773,0.4098735411783981,86845,23,6,15,4725,7,1,Own,PhD,Widowed,19,75600.0,5,0.25023929483495694,0.4002392948349569
10881,468,0.425432242941394,120200,80,0,18,8535,7,4,Rent,Masters,Widowed,9,110955.0,1,0.11460589671550804,0.26460589671550805
10882,315,0.6331824863044732,70852,63,5,2,6708,6,19,Rent,Masters,Widowed,1,20124.0,1,0.1110377878191935,0.2610377878191935
10883,361,0.947548257284796,140329,18,8,0,5990,10,20,Mortgage,PhD,Widowed,8,89850.0,3,0.22799580561562277,0.37799580561562274
10884,443,0.027082876176723,70689,27,8,5,18159,11,0,Own,High School,Widowed,7,345021.0,1,0.07,0.22
10885,836,0.4895101881383722,118710,64,9,3,16507,18,5,Rent,Masters,Divorced,6,280619.0,5,0.2372552270603058,0.3872552270603058
10886,677,0.4312861500169815,123655,69,6,4,6573,1,10,Rent,High School,Widowed,21,138033.0,2,0.19740429299051537,0.34740429299051534
10887,777,0.4461458307943129,168013,56,5,10,14044,10,19,Mortgage,High School,Widowed,17,168528.0,1,0.08950540173044287,0.23950540173044288
10888,551,0.0394094034097471,97846,76,0,5,13333,17,2,Rent,High School,Widowed,24,146663.0,3,0.22619508922819134,0.37619508922819134
10889,721,0.2518031130651871,103949,42,7,18,9073,0,17,Mortgage,High School,Widowed,11,72584.0,3,0.2243874220136399,0.3743874220136399
10890,819,0.8838840661438588,198035,52,9,13,1430,2,7,Mortgage,PhD,Widowed,0,28600.0,3,0.22709038002264606,0.37709038002264605
10891,338,0.2159196189013654,36200,57,5,16,2551,0,7,Own,High School,Widowed,2,51020.0,4,0.2471429038920635,0.3971429038920635
10892,595,0.1302640235446713,148814,89,1,3,10839,11,5,Rent,PhD,Widowed,0,216780.0,3,0.2269663840306176,0.3769663840306176
10893,621,0.9477678944327608,146484,25,3,15,19399,12,0,Rent,PhD,Widowed,3,290985.0,5,0.23682656048512682,0.3868265604851268
10894,751,0.7940888298065996,176216,19,2,9,5390,7,1,Own,Masters,Single,10,86240.0,4,0.25465867063266806,0.404658670632668
10895,832,0.2423660673292996,32402,37,2,18,19126,0,11,Mortgage,Masters,Widowed,7,153008.0,5,0.23380717219183722,0.38380717219183724
10896,607,0.3514119443105081,117757,32,3,6,8350,5,5,Own,Masters,Single,13,50100.0,5,0.25696666955640607,0.40696666955640604
10897,790,0.99545852765758,191837,54,3,3,14257,4,0,Rent,Masters,Divorced,13,213855.0,5,0.2537712349417162,0.4037712349417162
10898,391,0.4234895286873036,68678,53,5,9,4093,12,3,Mortgage,High School,Widowed,18,12279.0,3,0.225987345170057,0.375987345170057
10899,326,0.3077688072255511,158580,33,8,8,4165,8,5,Rent,Masters,Widowed,9,12495.0,3,0.22098657688629447,0.37098657688629444
10900,706,0.4268906757105966,115532,66,8,1,11956,14,25,Mortgage,PhD,Widowed,11,215208.0,4,0.24776812555604127,0.39776812555604124
10901,528,0.4828367020066653,96850,30,7,5,3944,2,20,Rent,Masters,Widowed,5,63104.0,4,0.24261537998787408,0.3926153799878741
10902,685,0.6168229876202326,33018,57,1,19,12019,9,1,Rent,Masters,Widowed,12,72114.0,2,0.19962941031475206,0.34962941031475203
10903,546,0.3215978266973256,154403,83,7,7,5478,5,16,Rent,Masters,Widowed,2,38346.0,2,0.19547506429414796,0.345475064294148
10904,752,0.4615264481093761,51783,88,9,7,9226,0,12,Rent,PhD,Widowed,11,138390.0,4,0.24785807449024413,0.39785807449024413
10905,572,0.6038409271304325,102238,18,9,2,11931,11,13,Mortgage,Masters,Widowed,14,202827.0,4,0.2411034239935422,0.3911034239935422
10906,607,0.027554732592835,35571,74,4,3,15856,0,2,Mortgage,Masters,Widowed,4,47568.0,2,0.1923150914445108,0.3423150914445108
10907,732,0.2849071712322607,180115,80,8,0,13689,11,18,Rent,PhD,Widowed,8,191646.0,4,0.24501240516451356,0.3950124051645135
10908,528,0.3320240087580185,156869,54,1,0,14365,5,10,Rent,High School,Widowed,20,244205.0,5,0.2283485731624354,0.3783485731624354
10909,380,0.0152812675710651,120780,38,6,10,2947,16,7,Mortgage,Masters,Single,16,17682.0,4,0.2486426555831743,0.3986426555831743
10910,693,0.2498510634596968,122573,38,3,8,12227,12,24,Mortgage,High School,Widowed,6,73362.0,4,0.2439878280139692,0.3939878280139692
10911,704,0.4656523194165927,53672,29,6,16,12779,5,0,Own,Masters,Widowed,8,204464.0,1,0.07,0.22
10912,529,0.6301147206131513,28061,83,4,4,15270,1,0,Mortgage,Masters,Widowed,21,320670.0,4,0.24696427713164337,0.3969642771316434
10913,791,0.0737206512056296,131748,23,0,11,7133,0,20,Rent,Masters,Divorced,2,121261.0,5,0.2389189365209574,0.3889189365209574
10914,843,0.1259363613177957,82451,89,4,17,1314,9,29,Rent,High School,Widowed,20,7884.0,2,0.20303407712626464,0.35303407712626467
10915,626,0.2227124686345789,174684,27,5,15,11358,1,16,Mortgage,High School,Widowed,5,56790.0,2,0.19349580411776557,0.3434958041177656
10916,655,0.5352402943033102,37758,35,9,19,18220,11,4,Own,High School,Widowed,6,327960.0,4,0.24516101417383365,0.39516101417383365
10917,823,0.3561028426635597,35212,28,7,1,16470,0,13,Mortgage,Bachelor,Widowed,20,65880.0,4,0.24500690095273903,0.39500690095273905
10918,306,0.5135325245908773,150146,43,4,1,3423,5,8,Mortgage,High School,Widowed,1,37653.0,4,0.24251377240542568,0.3925137724054257
10919,622,0.6839274565152561,144903,80,9,5,2143,12,7,Rent,Masters,Widowed,8,45003.0,1,0.07,0.22
10920,541,0.1329318769325984,193530,48,3,2,6270,16,6,Rent,Masters,Widowed,18,87780.0,5,0.2174520793408561,0.3674520793408561
10921,302,0.0240277631999623,21637,67,8,8,9880,0,20,Mortgage,Masters,Widowed,7,138320.0,3,0.22370756174925988,0.3737075617492599
10922,344,0.1144665452925526,37729,89,7,1,9175,16,15,Own,High School,Widowed,24,119275.0,1,0.16002070500879106,0.3100207050087911
10923,815,0.0622112634934709,194576,41,0,9,17948,18,22,Rent,PhD,Widowed,18,358960.0,2,0.20107570773254446,0.3510757077325445
10924,607,0.1638158379651344,199463,23,8,1,4954,5,3,Mortgage,High School,Single,16,49540.0,4,0.24371381562961825,0.39371381562961827
10925,575,0.7033041345450989,150572,83,7,9,2509,4,0,Rent,PhD,Widowed,14,47671.0,4,0.24991920434055226,0.3999192043405523
10926,481,0.4148057755966366,88812,77,8,7,5546,13,11,Rent,PhD,Widowed,6,66552.0,5,0.24474780873430058,0.3947478087343006
10927,738,0.8977068397134905,36206,31,5,0,9004,12,6,Mortgage,High School,Widowed,25,171076.0,3,0.22686080270253825,0.37686080270253824
10928,459,0.0642877924102293,23192,52,4,3,4184,5,11,Rent,High School,Divorced,10,58576.0,2,0.2012402541540175,0.3512402541540175
10929,565,0.3834947530375425,89306,88,4,2,8436,7,9,Rent,High School,Widowed,29,59052.0,4,0.24763542193776575,0.39763542193776574
10930,802,0.084629458337833,76739,39,4,13,5790,5,23,Rent,Bachelor,Widowed,12,92640.0,3,0.22743128824664588,0.37743128824664585
10931,533,0.7318959497824488,153010,34,6,16,18187,0,6,Own,Bachelor,Widowed,1,72748.0,5,0.2595997060106801,0.4095997060106801
10932,363,0.0422506887346356,51798,74,9,15,19502,3,25,Own,High School,Widowed,12,234024.0,4,0.24690251109104586,0.39690251109104585
10933,480,0.0253196969884382,154575,75,9,16,16456,1,6,Mortgage,Masters,Married,6,312664.0,3,0.2286230288282681,0.3786230288282681
10934,585,0.2761871192938474,83095,77,7,10,11597,18,16,Rent,Masters,Widowed,9,139164.0,4,0.2447643663181441,0.3947643663181441
10935,698,0.4842236022770636,29222,67,9,10,12865,13,13,Mortgage,High School,Widowed,13,38595.0,1,0.07968805757814523,0.22968805757814523
10936,767,0.3947920457271578,71945,22,7,17,13438,5,6,Mortgage,PhD,Widowed,3,188132.0,4,0.24437193593747233,0.39437193593747233
10937,325,0.221388750533967,98206,81,3,0,6336,1,15,Rent,Bachelor,Widowed,2,44352.0,1,0.15023507100538872,0.3002350710053887
10938,636,0.3793642324415158,90535,34,5,14,10953,12,1,Rent,Bachelor,Widowed,22,219060.0,4,0.24853438488897678,0.39853438488897674
10939,684,0.283012267797285,88586,33,6,3,15409,0,4,Mortgage,Bachelor,Widowed,4,46227.0,3,0.22415771703246032,0.3741577170324603
10940,644,0.689530893995909,93457,44,4,10,12720,3,12,Own,Masters,Widowed,17,228960.0,5,0.25634460269544096,0.4063446026954409
10941,843,0.0325687346045443,104781,78,6,11,17100,11,4,Mortgage,Bachelor,Widowed,25,307800.0,4,0.24726619810469475,0.39726619810469477
10942,450,0.8857185438063371,162587,65,9,10,15183,2,0,Own,High School,Widowed,6,273294.0,5,0.24825559810502001,0.39825559810502
10943,723,0.3406245303728097,181262,25,7,3,19464,2,16,Rent,Masters,Single,22,408744.0,5,0.23732484320239045,0.38732484320239047
10944,809,0.9368875939205792,134172,42,4,9,18927,9,14,Mortgage,PhD,Widowed,16,283905.0,4,0.2515403302975792,0.4015403302975792
10945,710,0.1184982719277215,31906,54,4,9,6145,18,11,Own,High School,Widowed,12,73740.0,4,0.2471017101967185,0.39710171019671847
10946,401,0.7876892196565889,192550,29,8,1,7994,4,4,Mortgage,Masters,Single,23,23982.0,4,0.2498863760435683,0.3998863760435683
10947,735,0.2349796129313659,33496,19,4,12,6022,2,0,Rent,High School,Widowed,23,66242.0,4,0.24239072172297654,0.3923907217229765
10948,578,0.137085575417214,153105,87,6,6,16174,3,0,Mortgage,High School,Single,2,161740.0,5,0.24423111327929167,0.39423111327929167
10949,757,0.8233326533677853,46525,49,7,6,9224,6,21,Mortgage,Masters,Widowed,17,64568.0,5,0.2540776936291522,0.40407769362915225
10950,585,0.5786911484785715,159940,39,9,6,16049,14,3,Mortgage,PhD,Single,13,80245.0,2,0.2032813100163056,0.3532813100163056
10951,839,0.2195260955549254,110306,45,0,18,16274,10,20,Rent,Masters,Widowed,4,65096.0,3,0.2255177176026368,0.3755177176026368
10952,798,0.1958420534506351,35197,43,3,2,2996,18,0,Own,Masters,Widowed,11,23968.0,5,0.23409625400752976,0.3840962540075298
10953,381,0.7631032172917959,33317,44,6,2,3913,1,17,Rent,PhD,Widowed,10,19565.0,5,0.2512607040999889,0.40126070409998893
10954,315,0.3040928583514343,128979,72,9,15,14191,12,13,Rent,Masters,Widowed,9,198674.0,4,0.24388568248493164,0.3938856824849316
10955,704,0.6343042683910431,84033,33,5,0,4187,2,2,Mortgage,High School,Widowed,20,50244.0,1,0.07,0.22
10956,652,0.0845234741598649,57559,43,3,4,17306,0,21,Rent,Masters,Single,9,328814.0,4,0.24854805565702212,0.3985480556570221
10957,381,0.1850078606289932,70006,84,7,5,2234,15,2,Rent,Masters,Widowed,4,44680.0,2,0.19410696891169352,0.3441069689116935
10958,377,0.3118321529168675,70640,44,5,18,4174,10,6,Mortgage,PhD,Widowed,2,12522.0,5,0.24143248214809487,0.3914324821480949
10959,392,0.4889009876932348,83699,58,8,4,1994,4,4,Mortgage,Masters,Married,7,5982.0,4,0.25132691129698337,0.4013269112969834
10960,706,0.5392995906952212,146679,85,0,9,6120,13,8,Rent,Masters,Widowed,8,73440.0,3,0.22734648046884054,0.37734648046884056
10961,659,0.2702405368056925,108134,28,7,4,16135,19,10,Mortgage,Masters,Single,7,274295.0,4,0.2458724321568323,0.3958724321568323
10962,484,0.2170754374916843,193130,70,9,3,16931,3,19,Mortgage,High School,Single,0,220103.0,5,0.24441079178357783,0.39441079178357785
10963,819,0.1392587481619537,129823,31,3,9,15882,4,5,Own,Masters,Widowed,14,79410.0,2,0.19521809356461933,0.3452180935646193
10964,636,0.1908750505593824,26515,63,7,19,3331,15,2,Own,Masters,Widowed,20,66620.0,3,0.22750069621975327,0.37750069621975324
10965,491,0.1650057566781999,55177,38,7,5,19476,8,11,Mortgage,PhD,Widowed,26,331092.0,3,0.2271876525031839,0.37718765250318387
10966,722,0.2850758151904484,132770,22,4,15,18456,3,27,Mortgage,PhD,Widowed,4,258384.0,2,0.1983652456163889,0.34836524561638893
10967,780,0.5050654221852485,30604,80,5,9,7121,14,13,Rent,Masters,Widowed,28,149541.0,3,0.22866896996902147,0.37866896996902144
10968,516,0.3374554110915087,100877,24,2,2,10654,13,4,Own,Masters,Single,5,42616.0,5,0.24692270227411975,0.39692270227411974
10969,837,0.520003256776836,84078,18,2,8,1994,1,15,Mortgage,Masters,Widowed,21,37886.0,3,0.224579417074742,0.37457941707474196
10970,702,0.0989468103990984,111262,54,1,12,15245,14,5,Own,PhD,Widowed,11,213430.0,3,0.22963364885191073,0.37963364885191075
10971,809,0.4933133366708203,96420,54,3,14,17141,12,5,Rent,Bachelor,Widowed,19,359961.0,1,0.15525798618444658,0.30525798618444655
10972,632,0.2862327803812851,48177,63,9,4,11932,13,28,Mortgage,High School,Divorced,7,155116.0,2,0.20322621795110427,0.35322621795110426
10973,713,0.4469104862898991,186261,46,5,11,16300,4,6,Mortgage,PhD,Widowed,5,244500.0,1,0.07096883192294945,0.22096883192294944
10974,603,0.2300881508151574,77473,75,6,4,15475,18,19,Mortgage,High School,Widowed,21,46425.0,4,0.24544375902253257,0.3954437590225326
10975,480,0.1171998117975618,62268,45,3,18,14003,11,21,Rent,Masters,Widowed,8,42009.0,2,0.1971282611610062,0.3471282611610062
10976,415,0.8005509159353612,120890,28,9,7,7078,6,19,Mortgage,Masters,Widowed,5,92014.0,2,0.19490344599241816,0.3449034459924182
10977,612,0.1103986911034099,175052,24,7,8,6105,4,8,Rent,Masters,Single,22,36630.0,3,0.22431729047712015,0.37431729047712015
10978,361,0.6825540988174004,29903,40,6,4,1824,1,18,Mortgage,High School,Widowed,14,29184.0,3,0.22632660239842495,0.37632660239842497
10979,454,0.0106063156059165,48776,67,7,10,9576,1,26,Own,High School,Widowed,24,67032.0,3,0.2282471423663262,0.3782471423663262
10980,757,0.6139878963852983,120115,83,9,6,18731,10,17,Mortgage,High School,Divorced,5,337158.0,5,0.25990874465737923,0.40990874465737925
10981,436,0.9706342600218144,60198,20,8,14,16504,16,12,Mortgage,Masters,Widowed,16,198048.0,3,0.22751098714003087,0.37751098714003084
10982,434,0.3341061838243842,166149,86,0,0,7952,10,1,Rent,Masters,Married,5,95424.0,3,0.23058025387778724,0.38058025387778727
10983,473,0.1018161991468679,130169,40,2,13,18350,0,8,Rent,High School,Single,0,183500.0,2,0.20054106631670357,0.35054106631670356
10984,552,0.3939695720189923,194743,50,9,3,16920,0,4,Mortgage,PhD,Widowed,18,338400.0,3,0.2251603631347919,0.3751603631347919
10985,386,0.6809267157434779,69573,21,8,17,17224,5,3,Rent,Masters,Married,0,241136.0,4,0.2505911543310527,0.40059115433105275
10986,688,0.6245014463938838,85272,37,0,9,1454,4,6,Rent,PhD,Widowed,2,23264.0,4,0.24987761136468511,0.39987761136468514
10987,494,0.0666871589767733,176310,27,9,4,8410,13,4,Rent,High School,Widowed,25,42050.0,5,0.20510118823698736,0.35510118823698733
10988,679,0.0958728747593009,160247,38,6,12,15332,4,14,Mortgage,PhD,Widowed,15,260644.0,2,0.19637002532716094,0.34637002532716094
10989,473,0.2652285318487706,177275,65,6,5,14187,14,20,Rent,High School,Widowed,15,255366.0,5,0.22976384476278067,0.3797638447627807
10990,436,0.0154399326045003,183364,18,5,9,6985,0,15,Mortgage,PhD,Widowed,26,41910.0,2,0.19667751666847555,0.34667751666847557
10991,848,0.6337030412165865,87348,65,5,13,8435,5,1,Mortgage,High School,Widowed,4,25305.0,3,0.22551919442645263,0.37551919442645265
10992,497,0.018799992744511,131608,56,3,14,7795,13,12,Rent,High School,Widowed,16,70155.0,2,0.1975404508883416,0.3475404508883416
10993,811,0.5489888691879176,44041,30,3,10,3852,19,12,Rent,High School,Widowed,21,11556.0,4,0.24761726700984446,0.39761726700984446
10994,594,0.6084286441271954,164273,42,6,4,11492,2,18,Rent,Masters,Single,9,137904.0,5,0.25126360532992614,0.4012636053299261
10995,411,0.2061310236025715,188344,36,3,13,2077,5,3,Own,High School,Widowed,10,27001.0,5,0.2350466173196327,0.3850466173196327
10996,317,0.1832821195467961,31277,83,0,10,2191,16,20,Rent,High School,Widowed,20,6573.0,3,0.2298247372946713,0.37982473729467126
10997,415,0.2923811063938735,195329,80,7,4,4343,1,3,Rent,High School,Widowed,6,43430.0,2,0.19426578366102742,0.34426578366102745
